,artists
3018,'Manchilde'
3019,['José Alfredo Jimenez']
3020,['José Alfredo Jimenez'
3021,'Mariachi Vargas De Tecalitlan']
3022,['David Francey']
3023,['Red Dirt Rangers']
3024,['Kento Masuda']
3025,['Samuel Barber'
3026,'Daniel Pollack']
3027,['Darol Anger'
3028,'Natalie MacMaster']
3029,'Stuart Duncan']
3030,'Suzy Thompson']
3031,'Martin Hayes']
3032,'Derek Jones'
3033,'John Hartford'
3034,'Matt Glaser'
3035,'Sam Bush'
3036,'Stuart Duncan'
3037,"""Tim O'Brien"""
3038,'Vassar Clements']
3039,'Bruce Molsky']
3040,'Buell Neidlinger'
3041,'Richard Greene']
3042,'Alasdair Frasier']
3043,'Matt Glaser']
3044,'Michael Kott'
3045,'Casey Dreissen'
3046,'Hanneke Cassel']
3047,['Guitar Wolf']
3048,['Gameface']
3049,['Muzio Clementi'
3050,'Pietro Di Maria']
3051,['Bruce Cockburn']
3052,['Alexander Glazunov'
3053,['Renée martel']
3054,['Naughty Naughty']
3055,['Kurt Weill'
3056,'Markus Stenz'
3057,'London Sinfonietta']
3058,'London Sinfonietta Chorus']
3059,['John Field'
3060,'Benjamin Frith'
3061,'Royal Northern Sinfonia'
3062,'David Haslam']
3063,['Mike Marshall'
3064,'Darol Anger'
3065,'The Darol Anger / Mike Marshall Band']
3066,['The Blacktop Rockets']
3067,['Daforce']
3068,['Gregg A. Smith']
3069,['Rachel Portman'
3070,'John Lenehan'
3071,'David Snell']
3072,'Ensemble Trazom']
3073,['Herman Hupfeld'
3074,'I Salonisti']
3075,['Nino Rota'
3076,['Patrick Doyle'
3077,['James Horner'
3078,['Francis Lai'
3079,['Henry Mancini'
3080,['Ennio Morricone'
3081,['Luiz Bonfá'
3082,['Charlie Chaplin'
3083,['Harold Arlen'
3084,['Ferenc Szedlák'
3085,['Michelle Galdieri'
3086,['Friedrich Holländer'
3087,['Mikis Theodorakis'
3088,['Gustav Holst'
3089,'Royal Northern College Of Music Wind Orchestra'
3090,'Timothy Reynish']
3091,['Ralph Vaughan Williams'
3092,['Michael Boriskin']
3093,['Frigg A-Go-Go']
3094,['Kerovnian']
3095,['The Chieftains'
3096,'Bonnie Raitt']
3097,'Joni Mitchell']
3098,'Cookie Rankin'
3099,'Heather Rankin'
3100,'Raylene Rankin'
3101,'John Morris Rankin'
3102,'Jimmy Rankin'
3103,'Arty McGlynn']
3104,'The Corrs']
3105,"""Sinéad O'Connor""]"
3106,['Paddy Moloney'
3107,'The Chieftains'
3108,'Seán Keane'
3109,'Kevin Conneff'
3110,'Matt Rollings']
3111,'Loreena McKennitt']
3112,'Joan Osborne'
3113,'Rob Hyman']
3114,'Bishop Nathaniel Townsley
3115,Jr.
3116,& Gospel Jubilee'
3117,'Malachy Robinson']
3118,['Dido']
3119,['Capilla Flamenca'
3120,'Mathieu Gascongne']
3121,'Jean Mouton']
3122,'Josquin des Prez']
3123,'Pierre Moulu']
3124,'Adrian Willaert']
3125,'Anonymous']
3126,'Heinricus Isaac']
3127,'Pierre de la Rue']
3128,'Cornelius Rigo']
3129,['Hans Neusidler'
3130,'Capilla Flamenca']
3131,'Marbrianus de Orto']
3132,'Pierre Alamire']
3133,['Thomas Tomkins'
3134,'Laurence Cummings'
3135,'Oxford Camerata'
3136,'Jeremy Summerly']
3137,'Laurence Cummings']
3138,['Backstreet Boys']
3139,['Milleniun Hits']
3140,['Eliana']
3141,['Eliana'
3142,'Leandro Lehart']
3143,['The Forgotten']
3144,"[""The Workin' Stiffs""]"
3145,['Dropkick Murphys']
3146,['The Bodies']
3147,['Loose Lips']
3148,['Reducers S.F.']
3149,['Lower Class Brats']
3150,['Dead End Cruisers']
3151,['The Beltones']
3152,['Pressure Point']
3153,['Anti-Heroes']
3154,['The Templars']
3155,"[""Swingin' Utters""]"
3156,['The Upsets']
3157,['Electric Frankenstein']
3158,['The Truents']
3159,['Suburban Threat']
3160,['Peter and the Test Tube Babies']
3161,['U.S. Bombs']
3162,['N/A']
3163,['Hiroshima']
3164,['Brassy']
3165,['Víctor Manuelle']
3166,'Iceland Symphony Orchestra'
3167,'Petri Sakari']
3168,'Viktoria Postnikova'
3169,'Netherlands Theatre Choir'
3170,'Hague Residentie Orchestra'
3171,'Gennady Rozhdestvensky']
3172,'Gennady Rozhdestvensky'
3173,'Hague Residentie Orchestra']
3174,'Ulf Bästlein'
3175,'Stefan Laux']
3176,['Tegan and Sara']
3177,['Isadar']
3178,['Gustav Mahler'
3179,'Hidenori Komatsu'
3180,'Hannover Radio Philharmonic Orchestra'
3181,'Cord Garben']
3182,['Styles Of Beyond']
3183,['Styles Of Beyond'
3184,'DJ Rhettmatic']
3185,'Space Boy Boogie X']
3186,'Emcee 007']
3187,'Simon James']
3188,'Click Tha Supa Latin']
3189,'Divine Styler']
3190,['Chuck Suchy']
3191,['The Divers']
3192,['Natacha Atlas'
3193,'David Arnold']
3194,['Su Ta Gar']
3195,['Meg Lee Chin']
3196,['Martina McBride']
3197,['Herbert Howells'
3198,'Iain Farrington'
3199,"""Choir of St. John's College"
3200,"Cambridge"""
3201,'Christopher Robinson']
3202,'Iain Farrington']
3203,['Yukmouth']
3204,['Yukmouth'
3205,'Regime']
3206,'DMG'
3207,'GmonE']
3208,'Tech N9ne'
3209,'MC Ren']
3210,'Fa-sho'
3211,'5th Ward Boyz']
3212,'DMG']
3213,'Phats Bossi'
3214,'Fa-sho']
3215,'Numskull']
3216,'Numskull'
3217,'Kurupt'
3218,'Daz']
3219,'Phats Bossi']
3220,'Tela']
3221,'Do Or Die']
3222,'The Rap-A-Lot Family']
3223,'Tech N9ne']
3224,['Rishile Gumboot Dancers of Soweto']
3225,['Astral Project']
3226,['Kristin Hersh']
3227,['Maija Vilkkumaa']
3228,['Maija Vilkkumaa'
3229,'Ilkka Herkman']
3230,['Norman Connors'
3231,'Phyllis Hyman']
3232,['Phyllis Hyman']
3233,['Phyllis Hyman'
3234,'Michael Henderson']
3235,['Windsor For The Derby']
3236,['John Jackson']
3237,['The City of Prague Philharmonic Orchestra'
3238,'Nic Raine']
3239,['The City of Prague Philharmonic Orchestra']
3240,'Paul Bateman']
3241,['Blood
3242,Sweat & Tears']
3243,['Joel Plaskett']
3244,['Percy Grainger'
3245,'Danish National Radio Symphony Orchestra'
3246,'Richard Hickox']
3247,'Johan Reuter'
3248,'Pamela Helen Stephen'
3249,'Bradley Creswick'
3250,'Lesley Hatfield'
3251,'Ingrid Attrot'
3252,'Neill Archer'
3253,'Alan Opie'
3254,'Donald Maxwell'
3255,['Gian Carlo Menotti'
3256,'Susan Bullock'
3257,'Louis Otey'
3258,'Jacalyn Kreitzer'
3259,'Charles Robert Austin'
3260,'Victoria Livengood'
3261,'Herbert Eckhoff'
3262,'Giovanna Manci'
3263,'Robin Blitch Wiper'
3264,'Malin Fritz'
3265,'John Horton Murray'
3266,'Graeme Broadbent'
3267,'Spoleto Festival Orchestra'
3268,['Public Enemy']
3269,['Edmund Rubbra'
3270,'BBC National Orchestra Of Wales'
3271,'Susan Bickley'
3272,['Mily Balakirev'
3273,'Vassily Sinaisky']
3274,'Howard Shelley'
3275,'Concertgebouworkest'
3276,'Scottish National Orchestra'
3277,['Clint Crisher']
3278,['Mijk Van Dijk']
3279,['Jens Mahlstedt']
3280,['Humate']
3281,['S.O.L.']
3282,['L.S.G.']
3283,['Snitzer & Mc Coy']
3284,['Thomas Schumacher']
3285,['Gee Shock']
3286,['Icarus']
3287,['Mono Meltdown']
3288,['Greenman']
3289,['The Hang Over Red']
3290,['Birdmilk']
3291,['Vesterbro Ungdomsgård']
3292,['John Michael Talbot']
3293,"[""Destiny's Child""]"
3294,['Afrika Bambaataa'
3295,'DJ Soul Slinger']
3296,['I-Cue']
3297,['1.8.7']
3298,['DJ Soul Slinger']
3299,['Odi']
3300,['DJ Wally']
3301,['Ming & FS'
3302,['Datcyde']
3303,['DJ Ani'
3304,'Eli The Zoo York Assassination Squad']
3305,['The River Of Action']
3306,['Yellow Note']
3307,['Tube']
3308,['DJ Spooky'
3309,'The Freight Elevator Quartet']
3310,['American Space Travelers']
3311,['Beau']
3312,['A Guy Called Gerald']
3313,['DJ Olive']
3314,['Yellow Note'
3315,['Byzar']
3316,'National Symphony Orchestra Of Ireland'
3317,'Gerhard Markson']
3318,['Mark Growden']
3319,['Illyah Kuryahkin']
3320,"""Orchestra dell'Accademia Nazionale di Santa Cecilia""]"
3321,'Fritz Reiner'
3322,['Max Bruch'
3323,'Sir Malcolm Sargent']
3324,'Walter Hendl']
3325,'Susan Gritton'
3326,'Robin Blaze'
3327,'Mark Padmore'
3328,'Peter Harvey'
3329,'Alexandra Bellamy'
3330,'Catherine Latham'
3331,'Jane Rogers'
3332,'Peter Buckoke'
3333,'Purcell Quartet']
3334,'Sinead Bradbeer'
3335,'Stephen Preston'
3336,['Tear Ceremony']
3337,['Mark McKenzie and the City of Prague Symphony Orchestra']
3338,['Carla Lother']
3339,['Arnold Bax'
3340,'David Lloyd-Jones']
3341,['Cultivators']
3342,['Kill Holiday']
3343,['Ricky Martin']
3344,['Ricky Martin & Madonna'
3345,'Madonna']
3346,['Ricky Martin'
3347,'Meja']
3348,'Pablo Flores'
3349,'Javier Garza']
3350,['Throwdown']
3351,['Jessica J Williams']
3352,['New Duncan Imperials']
3353,['Supersuckers'
3354,'Chantal Claret']
3355,'Julee Cruise']
3356,'Wendy Starland']
3357,['Supersuckers']
3358,'Mark Holmes']
3359,['Gloria Coates'
3360,'Stuttgart Philharmonic Orchestra'
3361,'Wolf-Dieter Hauschild']
3362,'Dresden Musica Viva Ensemble'
3363,'Jürgen Wirrmann']
3364,'Jiřina Marková'
3365,'Gerda Maria Knauer'
3366,'Miroslav Kopp'
3367,'Piotr Nowacki'
3368,'Bayreuther Festspielorchester'
3369,'Matthias Kuntzsch']
3370,'Das Neue Orchester'
3371,'Dieter Cichewiecz']
3372,"[""Early '50s recording by Cowboy Timmy""]"
3373,['Mr. Garrison
3374,The 3rd Grade Teacher']
3375,['Eric Cartman']
3376,"[""Juan Schwartz and the South Park Children's Choir""]"
3377,['Mr. Mackey
3378,The School Counselor']
3379,['Kyle Broflofski with Special Celebrity Guest']
3380,"[""Shelley Marsh"
3381,"Stan's Sister""]"
3382,['Stan Marsh and Wendy Testaburger']
3383,['In the style of Adolph Hitler']
3384,['Satan
3385,The Dark Prince']
3386,['Chef']
3387,['Mr. Hankey']
3388,"[""South Park Children's Choir""]"
3389,"[""The Broflofski's"""
3390,'Eric Cartman'
3391,'Stan Marsh']
3392,['Kenny McCormick'
3393,'Mr. Hankey']
3394,['Mr. Ose']
3395,['Mr. Hankey with Stan
3396,Kyle and Cartman']
3397,['Willy Porter']
3398,['Alan Reid']
3399,['John McCusker']
3400,['Davy Steele']
3401,['Regurgitate']
3402,['Melek-Tha']
3403,['Jonathan Winters']
3404,['Bamboleo']
3405,['Karen Peris'
3406,'Mike Bitts'
3407,'Don Peris'
3408,'The Innocence Mission']
3409,'Steve Brown'
3410,['Amanda Marshall']
3411,['Cul De Sac']
3412,['Homer Erotic']
3413,['Gerry Joe Weise']
3414,['3 Colours Red']
3415,['The Zeros']
3416,'Norwegian Chamber Orchestra'
3417,'Iona Brown']
3418,['Los Fabulosos Cadillacs']
3419,['The Screws']
3420,['The Psycho Realm']
3421,['The Psycho Realm'
3422,'Crow Soto']
3423,'B-Real']
3424,['Joseph Arnold Gross'
3425,'Niklas Eklund'
3426,'Drottningholm Baroque Ensemble'
3427,'Nils-Erik Sparf']
3428,['Michael Haydn'
3429,['Johann Melchior Molter'
3430,['Johann Wilhelm Hertel'
3431,'Ulf Bjurenhed'
3432,['Léon Boëllmann'
3433,'Gordon Turk']
3434,['Louis Vierne'
3435,['Theodore Salome'
3436,['Alexandre Guilmant'
3437,'Robert Schumann'
3438,['Charles-Marie Widor'
3439,['Louis James Alfred Lefébure-Wély'
3440,['Henri Mulet'
3441,['Kirtana']
3442,'Håvard Gimse']
3443,['Trolley']
3444,['Rascalz']
3445,['Rascalz'
3446,'JUJU'
3447,'Psycho Les']
3448,'Barrington Levy'
3449,'K-OS']
3450,'Kardinal Offishall']
3451,'Choclair']
3452,'KRS-One']
3453,'Muzion']
3454,'Concise'
3455,'Sazon']
3456,"'Bret ""Hitman"" Hart']"
3457,['Creeps On Candy']
3458,['Franz Berwald'
3459,'Tobias Ringborg'
3460,'Swedish Chamber Orchestra'
3461,'Niklas Willen']
3462,['Wilhelm Stenhammar'
3463,['Tor Aulin'
3464,['Michael Franks']
3465,['La Châdhiliyya']
3466,['Spyro Gyra']
3467,['Spyro Gyra Featuring Basia']
3468,['Matmos']
3469,['B! Machine']
3470,['Iam']
3471,['Vice Verset']
3472,['La Cliqua']
3473,['Mental']
3474,['La Brigade']
3475,['Soundkaïl']
3476,['Oxmo Puccino']
3477,['Prime Essence']
3478,['Leila Rami']
3479,['Fdy']
3480,['Scurfy']
3481,['Le Baron']
3482,"[""S'Kira""]"
3483,['South Cide 13']
3484,['Macka']
3485,['Crise en thème']
3486,['Josef Strauss'
3487,'Ernst Märzendorfer']
3488,['Vertical Horizon']
3489,"['David ""Fathead"" Newman']"
3490,['Dovetail Joint']
3491,['Kristina Bach'
3492,'Jeanette Biedermann']
3493,'Ines Heym']
3494,'Lucca']
3495,['Cheb i Sabbah']
3496,['Quo Vadis']
3497,['Pain']
3498,['The Braxton Brothers']
3499,['Tom Scott']
3500,['Earl Klugh']
3501,['Tom Grant']
3502,['Ricky Peterson']
3503,['Double Scale']
3504,['Chieli Minucci']
3505,['Special EFX'
3506,'Chieli Minucci']
3507,['The Peggy Lee Band']
3508,['Carl Orff'
3509,'Seiji Ozawa'
3510,'Boston Symphony Orchestra']
3511,['Edgar Meyer'
3512,'Mike Marshall'
3513,'Joshua Bell']
3514,'Edgar Meyer'
3515,'Sam Bush']
3516,'Yo-Yo Ma'
3517,"""Mark O'Connor"""
3518,['Joshua Bell'
3519,'Edgar Meyer']
3520,['Buddy Guy']
3521,['Buddy Guy'
3522,'Johnny Lang']
3523,['Roger Bellon']
3524,['Roger Bellon & Harlan Collins']
3525,['The Neanderthals']
3526,['Castro']
3527,['Naughty By Nature']
3528,['Naughty By Nature'
3529,'Phiness']
3530,'Master P'
3531,'Silkk The Shocker'
3532,'Mystikal'
3533,'Rustic Overtones']
3534,'Zhané']
3535,'Koffee Brown']
3536,'Mag'
3537,'Krayzie Bone']
3538,'Castro']
3539,'Big Pun']
3540,'Next']
3541,'Chain Gang Platune']
3542,['Dynamichrome']
3543,['Transient']
3544,['Bruce Albertine'
3545,'Etherphoria']
3546,['Opaque']
3547,['Time For Closure']
3548,['Shinji']
3549,['Adrian Belew']
3550,['Billy Paul']
3551,['William Coulter & Friends'
3552,['Blink Twice']
3553,"[""The Rockin' Jake Band""]"
3554,['Thomas Helmig']
3555,['Prozzak']
3556,'Reiner Goldberg'
3557,'Anja Silja'
3558,'Inga Nielsen'
3559,'Robert Hale'
3560,'Deon Van Der Walt'
3561,'Marianne Rorholm'
3562,'Gert Henning-Jensen'
3563,'Mogens Gert Hansen'
3564,'Michael Kristensen'
3565,'Peter Gronlund'
3566,'Sten Byriel'
3567,'Bent Norup'
3568,'Morten Frank Larsen'
3569,'Per Hoyer'
3570,'Stephen Milling'
3571,'Anders Jakobsson'
3572,'Henriette Bonde-Hansen'
3573,'Michael Schønwandt']
3574,'Ian Bousfield']
3575,['John Cage'
3576,'Boris Berman']
3577,'Konstantin Scherbakov']
3578,['Michael Tippett'
3579,'BBC Scottish Symphony Orchestra'
3580,'George Hurst']
3581,['Mahasty']
3582,['Scotty Torgerson']
3583,['Christian Cannabich'
3584,'Uwe Grodd']
3585,['Los Yaguarú']
3586,['Silver Scooter']
3587,['Inlakesh']
3588,['Li Hong Sheng'
3589,'Fei-sheng Xu'
3590,'Shucheng Shi'
3591,'Wanghua Chu'
3592,'Zhuang Liu'
3593,'Cheng-zong Yin'
3594,'Adrian Leaper']
3595,['Guang Ren'
3596,'Jianzhong Wang'
3597,'Cheng-zong Yin']
3598,['Cheng-zong Yin']
3599,['Tong Sang'
3600,['Cho-Chiang Wu'
3601,'Zuqiang Wu'
3602,'Mingxin Du'
3603,['Jianzhong Wang'
3604,['Dubee']
3605,['Dubee'
3606,'Que']
3607,'Reek Daddy'
3608,'Naked'
3609,"""Da'Unda'Dogg""]"
3610,'Sleep Dank'
3611,'Troy Deon']
3612,'The Usual Suspects'
3613,'Mrs Sweetz'
3614,'E.B. Daddy']
3615,['Armas Järnefelt'
3616,'Maarit Kirvessalo'
3617,'Turku Philharmonic Orchestra'
3618,'Jorma Panula']
3619,['Bernhard Flies'
3620,'Peter Breiner']
3621,'RTE Sinfonietta'
3622,'John Georgiadis']
3623,'Johannes Brahms'
3624,'Silvia Capova'
3625,'Belgian Radio and Television Philharmonic Orchestra'
3626,['Young Ren']
3627,['Young Ren'
3628,'Antidote']
3629,'Antidote'
3630,'Mr. Peebodie'
3631,'Nasty Trey'
3632,'Macaholic'
3633,'Doja Clik']
3634,'Mr. Peebodie']
3635,'Nasty Trey']
3636,'Wizardwun']
3637,'Lil Man G'
3638,'Tex']
3639,'Suga-T']
3640,['Gathering Field']
3641,['Oval']
3642,['Alban Berg'
3643,'Peter Hill']
3644,['Anton Webern'
3645,['The King']
3646,'Pharoahe Monch']
3647,'Defari'
3648,'Evidence']
3649,'Mad Skillz'
3650,'Eminem']
3651,'Cage']
3652,'Mad Skillz']
3653,'Bobbito Garcia'
3654,'Thirstin Howl The 3rd'
3655,'Wordsworth']
3656,['James Ingram']
3657,['James Ingram'
3658,'Patti Austin']
3659,'Michael McDonald']
3660,'Nancy Wilson']
3661,'Linda Ronstadt']
3662,'Dolly Parton']
3663,['Tomaso Albinoni'
3664,'Anthony Camden'
3665,'London Virtuosi'
3666,'City of London Sinfonia'
3667,['Vincenzo Righini'
3668,['Arcangelo Corelli'
3669,['Arthur Benjamin'
3670,['Vincenzo Bellini'
3671,['Bonehead']
3672,'Güher Pekinel'
3673,'Süher Pekinel'
3674,'Philharmonia Orchestra'
3675,'Sir Neville Marriner']
3676,['Larry Hochman (aka Moby)']
3677,['DJ Class'
3678,'Teflon the Bull']
3679,['The Locust']
3680,['Meatjack']
3681,['SubstAnce D']
3682,['Zoë Poledouris']
3683,['Mayo'
3684,'DJ Class']
3685,['Basil Poledouris'
3686,'Zoë Poledouris']
3687,['Karen McMillan']
3688,['Liberace']
3689,['Hungry Mob']
3690,['Starmarket']
3691,['Norine Braun']
3692,['Saeta']
3693,['REM']
3694,['Steve Lucky']
3695,['Melanie']
3696,['Himsa']
3697,'Dallas Symphony Orchestra'
3698,'Andrew Litton']
3699,'Andrew Litton'
3700,'Dallas Symphony Orchestra']
3701,['Huong Thanh']
3702,'Daði Kolbeinsson'
3703,'Richard Tchaikovsky'
3704,['Govi']
3705,['Beth Orton']
3706,['David Arkenstone']
3707,['Banana Slug String Band']
3708,['Robert Deeble']
3709,['Boyz Nite Out']
3710,'Laura Mikkola']
3711,['Traindodge']
3712,['Brooks & Dunn']
3713,['Jihad']
3714,['Deardarkhead']
3715,['Russell Gunn']
3716,['LEN']
3717,['Leonard Bernstein'
3718,'Alexander Frey']
3719,['Shapeshifter']
3720,['Jeff Greinke and Anisa Romero/Hana']
3721,['Jeff Greinke']
3722,['Korea Girl']
3723,'Franco Giordano'
3724,['Ivano Pavesi'
3725,['L. Giordano'
3726,['G.P. Reverberi'
3727,['Laura Giordano'
3728,['Kitka']
3729,['Amy X Neuburg & Men']
3730,['Johnnie Taylor']
3731,['Rapoon']
3732,['Los Infernos']
3733,['Mark Stuart']
3734,['The 5th Dimension']
3735,['The Cathedral Singers']
3736,['Too Much Joy']
3737,'Oslo Quartet']
3738,['Alan Rawsthorne'
3739,'Peter Adams'
3740,'John McCabe'
3741,'Mark Messenger'
3742,'Nadia Myerscough'
3743,'Helen Roberts']
3744,'Yoshiko Endo'
3745,'Nadia Myerscough']
3746,'The Rogeri Trio']
3747,'Martin Outram'
3748,'Julian Rolton']
3749,'Yoshiko Endo']
3750,['Stacey Kent'
3751,'Colin Oxley'
3752,'David Newton'
3753,'Jim Tomlinson'
3754,'Simon Thorpe']
3755,['Hokus Pick']
3756,['The Rippingtons'
3757,'Russ Freeman']
3758,['Tom Gannaway']
3759,['Hans Zimmer'
3760,'Gavin Greenaway']
3761,'John Powell'
3762,'Francesco Lupica'
3763,['Francesco Lupica'
3764,'Hans Zimmer'
3765,['Victor Herbert'
3766,'Razumovsky Symphony Orchestra'
3767,'Keith Brion']
3768,['Pinback']
3769,'Tex Beneke'
3770,'Paula Kelly'
3771,'The Modernaires']
3772,['Duke Ellington']
3773,['Woody Herman']
3774,['Lionel Hampton']
3775,['Artie Shaw']
3776,['Tommy Dorsey']
3777,['Cab Calloway & His Orchestra']
3778,['Count Basie']
3779,['Buddy Rich']
3780,'Joya Sherrill'
3781,'Kay Davis'
3782,'Marie Ellington']
3783,['Fletcher Henderson & His Orchestra']
3784,['Charlie Barnet & His Orchestra']
3785,['Tommy Dorsey'
3786,'Charlie Shavers']
3787,['Erskine Hawkins & His Orchestra']
3788,['The Grapes']
3789,['Aeone']
3790,"[""Paquito D'Rivera""]"
3791,['Mabuhay Singers']
3792,['Bardo Pond']
3793,['Ed Gerhard']
3794,['Koopsta Knicca']
3795,['Koopsta Knicca'
3796,'DJ Paul']
3797,'DJ Paul'
3798,'Crunchy Blac']
3799,['Dave Hall']
3800,['Muddy Waters']
3801,['Ralph Sharon']
3802,['John Lithgow']
3803,['The Offspring']
3804,['Buckcherry']
3805,['Kid Rock']
3806,['Limp Bizkit']
3807,['Creed']
3808,['Sevendust']
3809,['DMX']
3810,['Godsmack']
3811,['Megadeth']
3812,['Live']
3813,['John Scher']
3814,['Red Hot Chili Peppers']
3815,['Dave Matthews Band'
3816,'Dave Matthews']
3817,['The Brian Setzer Orchestra']
3818,['Jewel']
3819,['Everlast']
3820,['Everclear']
3821,['Sheryl Crow']
3822,['Elvis Costello']
3823,['G. Love & Special Sauce']
3824,['The Chemical Brothers']
3825,['The Roots']
3826,['Guster']
3827,['Our Lady Peace']
3828,['Rusted Root']
3829,['The Necessary Evils']
3830,['Banco De Gaia']
3831,['Banco De Gaia'
3832,'Wayward Soul']
3833,['George Rochberg'
3834,'Mark Sokol'
3835,'Andrew Jennings'
3836,'John Kochanowski'
3837,'Norman Fischer']
3838,['Nicole Yarling']
3839,['Joe Williams']
3840,['Anathema']
3841,['Henry Cowell'
3842,'Colorado String Quartet']
3843,'Musicians Accord']
3844,'Colorado String Quartet'
3845,'Musicians Accord'
3846,'Tanía León']
3847,['Michele Wagner']
3848,['Bernd Noske']
3849,['John Stanford']
3850,['The O-Tones']
3851,['Mark Fulton']
3852,'Andrew Watkinson'
3853,'Nicholas Kraemer']
3854,'Claudi Arimany'
3855,'Jean-Pierre Rampal']
3856,'Allan Vogel'
3857,'Eugenia Zukerman'
3858,'Dennis Helmrich']
3859,'Moscow Chamber Orchestra'
3860,'Constantine Orbelian']
3861,'Shanghai Quartet']
3862,'New York Chamber Symphony'
3863,'Gerard Schwarz']
3864,['Lisa McCormick']
3865,['Alcazar']
3866,['Alcazar'
3867,'Alexander Bard'
3868,'Anders Hansson']
3869,'Anders Hansson'
3870,'Johan Strandkvist']
3871,['21st Century Swing Band'
3872,'Kim Nazarian']
3873,['21st Century Swing Band']
3874,'Danny Conn']
3875,['Nasty Savage']
3876,['King Tubby']
3877,['Sister Swing']
3878,['Cynthia and the Swing Set']
3879,'Grimethorpe Colliery Band'
3880,'Peter Parkes']
3881,['Malcolm Arnold'
3882,'Garry Cutt']
3883,['Dean Goffin'
3884,['Eric Ball'
3885,['Frank Wright'
3886,'Granville Bantock'
3887,['George Lloyd'
3888,'Leopold Stokowski'
3889,'Andrew York'
3890,'Los Angeles Guitar Quartet']
3891,'Tatiana Zavarskaya']
3892,'L. Schmutzler'
3893,'Paul Galbraith']
3894,'William Ryden'
3895,'Pavel Bereslavtsev'
3896,'Alexei Strelnikov'
3897,'Mark Chatfield'
3898,'Patricia Mabee']
3899,'Anthony Newman'
3900,['Dødheimsgard']
3901,['Hugo Alfvén'
3902,['Gisselle']
3903,['Gisselle Y Sergio Vargas']
3904,['Alan Jackson']
3905,['Alan Jackson'
3906,'Jimmy Buffett']
3907,['Three 6 Mafia'
3908,"'""Mista Dj Paul'"
3909,"'Juicy ""Low Down"" J'"
3910,'Gangsta Boo']
3911,['Three 6 Mafia']
3912,['Tom Daily']
3913,['Lurrie Bell']
3914,['Simon Phillips'
3915,'Robert Berry'
3916,'Mark Wood'
3917,['Igor Khoroshev'
3918,'Trent Gardner'
3919,'Pat Mastelotto'
3920,'John Wetton']
3921,['Peter Banks'
3922,'Matt Guillory']
3923,['Marc Bonilla'
3924,'Simon Phillips'
3925,'Glenn Hughes']
3926,['Doane Perry'
3927,'Martin Barre'
3928,'James Labrie'
3929,'Trent Gardner']
3930,['Jordan Rudess'
3931,'Jerry Goodman'
3932,'Simon Phillips']
3933,['Geoff Downes'
3934,'Wayne Gardner'
3935,['Robert Berry'
3936,'Igor Khoroshev']
3937,'James Labrie']
3938,['Teena Marie']
3939,['Berlin']
3940,['Miami Sound Machine']
3941,['Loverboy']
3942,['Larry Greene']
3943,['Marietta Waters']
3944,['Harold Faltermeyer'
3945,'Steve Stevens']
3946,['Otis Redding']
3947,['Harold Faltermeyer']
3948,['Jerry Lee Lewis']
3949,['The Righteous Brothers']
3950,['Walls of Jericho']
3951,['Kate Hammett-Vaughan']
3952,['Vonda Shepard']
3953,['Hanson Brothers']
3954,['Riverdales']
3955,['The Stool Pigeons']
3956,['The Commies']
3957,['Pansy Division']
3958,['JP5']
3959,['The Bones']
3960,['Ted']
3961,['The Dinks']
3962,['Steaknife']
3963,['Royal Grand Prix']
3964,['P.U.C.K.']
3965,['D.O.A.']
3966,['King Hokum & The King Bees']
3967,['Boskops']
3968,['Pullfinger']
3969,['Wry Eel']
